0/6090, t=0.200036s
2069/6090, t=0.417503s
2070/6090, t=0.417536s
2071/6090, t=0.417569s
2072/6090, t=0.417603s
2073/6090, t=0.417636s
2074/6090, t=0.417669s
2075/6090, t=0.417703s
2076/6090, t=0.417736s
2077/6090, t=0.417769s
2078/6090, t=0.417803s
2079/6090, t=0.417836s
2080/6090, t=0.417869s
2081/6090, t=0.417903s
2082/6090, t=0.417936s
2083/6090, t=0.417969s
2084/6090, t=0.418003s
2085/6090, t=0.418036s
2086/6090, t=0.418069s
2087/6090, t=0.418103s
2088/6090, t=0.418136s
2089/6090, t=0.418169s
2090/6090, t=0.418203s
2091/6090, t=0.418236s
2092/6090, t=0.418269s
2093/6090, t=0.418303s
2094/6090, t=0.418336s
2095/6090, t=0.418369s
2096/6090, t=0.418403s
2097/6090, t=0.418436s
2098/6090, t=0.418469s
2099/6090, t=0.418503s
2100/6090, t=0.418536s
2101/6090, t=0.418569s
2102/6090, t=0.418603s
2103/6090, t=0.418636s
2104/6090, t=0.418669s
2105/6090, t=0.418703s
2106/6090, t=0.418736s
2107/6090, t=0.418769s
2108/6090, t=0.418803s
2109/6090, t=0.418836s
2110/6090, t=0.418869s
2111/6090, t=0.418903s
2112/6090, t=0.418936s
2113/6090, t=0.418969s
2114/6090, t=0.419003s
2115/6090, t=0.419036s
2116/6090, t=0.419069s
2117/6090, t=0.419103s
2118/6090, t=0.419136s
2119/6090, t=0.419169s
2120/6090, t=0.419203s
2121/6090, t=0.419236s
2122/6090, t=0.419269s
2123/6090, t=0.419303s
2124/6090, t=0.419336s
2125/6090, t=0.419369s
2126/6090, t=0.419403s
2127/6090, t=0.419436s
2128/6090, t=0.419469s
2129/6090, t=0.419503s
2130/6090, t=0.419536s
2131/6090, t=0.419569s
2132/6090, t=0.419603s
2133/6090, t=0.419636s
2134/6090, t=0.419669s
2135/6090, t=0.419703s
2136/6090, t=0.419736s
2137/6090, t=0.419769s
2138/6090, t=0.419803s
2139/6090, t=0.419836s
2140/6090, t=0.419869s
2141/6090, t=0.419903s
2142/6090, t=0.419936s
2143/6090, t=0.419969s
2144/6090, t=0.420003s
2145/6090, t=0.420036s
2146/6090, t=0.420069s
2147/6090, t=0.420103s
2148/6090, t=0.420136s
2149/6090, t=0.420169s
2150/6090, t=0.420203s
2151/6090, t=0.420236s
2152/6090, t=0.420269s
2153/6090, t=0.420303s
2154/6090, t=0.420336s
2155/6090, t=0.420369s
2156/6090, t=0.420403s
2157/6090, t=0.420436s
2158/6090, t=0.420469s
2159/6090, t=0.420503s
2160/6090, t=0.420536s
2161/6090, t=0.420569s
2162/6090, t=0.420603s
2163/6090, t=0.420636s
2164/6090, t=0.420669s
2165/6090, t=0.420703s
2166/6090, t=0.420736s
2167/6090, t=0.420769s
2168/6090, t=0.420803s
2169/6090, t=0.420836s
2170/6090, t=0.420869s
2171/6090, t=0.420903s
2172/6090, t=0.420936s
2173/6090, t=0.420969s
2174/6090, t=0.421003s
2175/6090, t=0.421036s
2176/6090, t=0.421069s
2177/6090, t=0.421103s
2178/6090, t=0.421136s
2179/6090, t=0.421169s
2180/6090, t=0.421203s
2181/6090, t=0.421236s
2182/6090, t=0.421269s
2183/6090, t=0.421303s
2184/6090, t=0.421336s
2185/6090, t=0.421369s
2186/6090, t=0.421403s
2187/6090, t=0.421436s
2188/6090, t=0.421469s
2189/6090, t=0.421503s
2190/6090, t=0.421536s
2191/6090, t=0.421569s
2192/6090, t=0.421603s
2193/6090, t=0.421636s
2194/6090, t=0.421669s
2195/6090, t=0.421703s
2196/6090, t=0.421736s
2197/6090, t=0.421769s
2198/6090, t=0.421803s
2199/6090, t=0.421836s
2200/6090, t=0.421869s
2201/6090, t=0.421903s
2202/6090, t=0.421936s
2203/6090, t=0.421969s
2204/6090, t=0.422003s
2205/6090, t=0.422036s
2206/6090, t=0.422069s
2207/6090, t=0.422103s
2208/6090, t=0.422136s
2209/6090, t=0.422169s
2210/6090, t=0.422203s
2211/6090, t=0.422236s
2212/6090, t=0.422269s
2213/6090, t=0.422303s
2214/6090, t=0.422336s
2215/6090, t=0.422369s
2216/6090, t=0.422403s
2217/6090, t=0.422436s
2218/6090, t=0.422469s
2219/6090, t=0.422503s
2220/6090, t=0.422536s
2221/6090, t=0.422569s
2222/6090, t=0.422603s
2223/6090, t=0.422636s
2224/6090, t=0.422669s
2225/6090, t=0.422703s
2226/6090, t=0.422736s
2227/6090, t=0.422769s
2228/6090, t=0.422803s
2229/6090, t=0.422836s
2230/6090, t=0.422869s
2231/6090, t=0.422903s
2232/6090, t=0.422936s
2233/6090, t=0.422969s
2234/6090, t=0.423003s
2235/6090, t=0.423036s
2236/6090, t=0.423069s
2237/6090, t=0.423103s
2238/6090, t=0.423136s
2239/6090, t=0.423169s
2240/6090, t=0.423203s
2241/6090, t=0.423236s
2242/6090, t=0.423269s
2243/6090, t=0.423303s
2244/6090, t=0.423336s
2245/6090, t=0.423369s
2246/6090, t=0.423403s
2247/6090, t=0.423436s
2248/6090, t=0.423469s
2249/6090, t=0.423503s
2250/6090, t=0.423536s
2251/6090, t=0.423569s
2252/6090, t=0.423603s
2253/6090, t=0.423636s
2254/6090, t=0.423669s
2255/6090, t=0.423703s
2256/6090, t=0.423736s
2257/6090, t=0.423769s
2258/6090, t=0.423803s
2259/6090, t=0.423836s
2260/6090, t=0.423869s
2261/6090, t=0.423903s
2262/6090, t=0.423936s
2263/6090, t=0.423969s
2264/6090, t=0.424003s
2265/6090, t=0.424036s
2266/6090, t=0.424069s
2267/6090, t=0.424103s
2268/6090, t=0.424136s
2269/6090, t=0.424169s
2270/6090, t=0.424203s
2271/6090, t=0.424236s
2272/6090, t=0.424269s
2273/6090, t=0.424303s
2274/6090, t=0.424336s
2275/6090, t=0.424369s
2276/6090, t=0.424403s
2277/6090, t=0.424436s
2278/6090, t=0.424469s
2279/6090, t=0.424503s
2280/6090, t=0.424536s
2281/6090, t=0.424569s
2282/6090, t=0.424603s
2283/6090, t=0.424636s
2284/6090, t=0.424669s
2285/6090, t=0.424703s
2286/6090, t=0.424736s
2287/6090, t=0.424769s
2288/6090, t=0.424803s
2289/6090, t=0.424836s
2290/6090, t=0.424869s
2291/6090, t=0.424903s
2292/6090, t=0.424936s
2293/6090, t=0.424969s
2294/6090, t=0.425003s
2295/6090, t=0.425036s
2296/6090, t=0.425069s
2297/6090, t=0.425103s
2298/6090, t=0.425136s
2299/6090, t=0.425169s
2300/6090, t=0.425203s
2301/6090, t=0.425236s
2302/6090, t=0.425269s
2303/6090, t=0.425303s
2304/6090, t=0.425336s
2305/6090, t=0.425369s
2306/6090, t=0.425403s
2307/6090, t=0.425436s
2308/6090, t=0.425469s
2309/6090, t=0.425503s
2310/6090, t=0.425536s
2311/6090, t=0.425569s
2312/6090, t=0.425603s
2313/6090, t=0.425636s
2314/6090, t=0.425669s
2315/6090, t=0.425703s
2316/6090, t=0.425736s
2317/6090, t=0.425769s
2318/6090, t=0.425803s
2319/6090, t=0.425836s
2320/6090, t=0.425869s
2321/6090, t=0.425903s
2322/6090, t=0.425936s
2323/6090, t=0.425969s
2324/6090, t=0.426003s
2325/6090, t=0.426036s
2326/6090, t=0.426069s
2327/6090, t=0.426103s
2328/6090, t=0.426136s
2329/6090, t=0.426169s
2330/6090, t=0.426203s
2331/6090, t=0.426236s
2332/6090, t=0.426269s
2333/6090, t=0.426303s
2334/6090, t=0.426336s
2335/6090, t=0.426369s
2336/6090, t=0.426403s
2337/6090, t=0.426436s
2338/6090, t=0.426469s
2339/6090, t=0.426503s
2340/6090, t=0.426536s
2341/6090, t=0.426569s
2342/6090, t=0.426603s
2343/6090, t=0.426636s
2344/6090, t=0.426669s
2345/6090, t=0.426703s
2346/6090, t=0.426736s
2347/6090, t=0.426769s
2348/6090, t=0.426803s
2349/6090, t=0.426836s
2350/6090, t=0.426869s
2351/6090, t=0.426903s
2352/6090, t=0.426936s
2353/6090, t=0.426969s
2354/6090, t=0.427003s
2355/6090, t=0.427036s
2356/6090, t=0.427069s
2357/6090, t=0.427103s
2358/6090, t=0.427136s
2359/6090, t=0.427169s
2360/6090, t=0.427203s
2361/6090, t=0.427236s
2362/6090, t=0.427269s
2363/6090, t=0.427303s
2364/6090, t=0.427336s
2365/6090, t=0.427369s
2366/6090, t=0.427403s
2367/6090, t=0.427436s
2368/6090, t=0.427469s
2369/6090, t=0.427503s
2370/6090, t=0.427536s
2371/6090, t=0.427569s
2372/6090, t=0.427603s
2373/6090, t=0.427636s
2374/6090, t=0.427669s
2375/6090, t=0.427703s
2376/6090, t=0.427736s
2377/6090, t=0.427769s
2378/6090, t=0.427803s
2379/6090, t=0.427836s
2380/6090, t=0.427869s
2381/6090, t=0.427903s
2382/6090, t=0.427936s
2383/6090, t=0.427969s
2384/6090, t=0.428003s
2385/6090, t=0.428036s
2386/6090, t=0.428069s
2387/6090, t=0.428103s
2388/6090, t=0.428136s
2389/6090, t=0.428169s
2390/6090, t=0.428203s
2391/6090, t=0.428236s
2392/6090, t=0.428269s
2393/6090, t=0.428303s
2394/6090, t=0.428336s
2395/6090, t=0.428369s
2396/6090, t=0.428403s
2397/6090, t=0.428436s
2398/6090, t=0.428469s
2399/6090, t=0.428503s
2400/6090, t=0.428536s
2401/6090, t=0.428569s
2402/6090, t=0.428603s
2403/6090, t=0.428636s
2404/6090, t=0.428669s
2405/6090, t=0.428703s
2406/6090, t=0.428736s
2407/6090, t=0.428769s
2408/6090, t=0.428803s
2409/6090, t=0.428836s
2410/6090, t=0.428869s
2411/6090, t=0.428903s
2412/6090, t=0.428936s
2413/6090, t=0.428969s
2414/6090, t=0.429003s
2415/6090, t=0.429036s
2416/6090, t=0.429069s
2417/6090, t=0.429103s
2418/6090, t=0.429136s
2419/6090, t=0.429169s
2420/6090, t=0.429203s
2421/6090, t=0.429236s
2422/6090, t=0.429269s
2423/6090, t=0.429303s
2424/6090, t=0.429336s
2425/6090, t=0.429369s
2426/6090, t=0.429403s
2427/6090, t=0.429436s
2428/6090, t=0.429469s
2429/6090, t=0.429503s
2430/6090, t=0.429536s
2431/6090, t=0.429569s
2432/6090, t=0.429603s
2433/6090, t=0.429636s
2434/6090, t=0.429669s
2435/6090, t=0.429703s
2436/6090, t=0.429736s
2437/6090, t=0.429769s
2438/6090, t=0.429803s
2439/6090, t=0.429836s
2440/6090, t=0.429869s
2441/6090, t=0.429903s
2442/6090, t=0.429936s
2443/6090, t=0.429969s
2444/6090, t=0.430003s
2445/6090, t=0.430036s
2446/6090, t=0.430069s
2447/6090, t=0.430103s
2448/6090, t=0.430136s
2449/6090, t=0.430169s
2450/6090, t=0.430203s
2451/6090, t=0.430236s
2452/6090, t=0.430269s
2453/6090, t=0.430303s
2454/6090, t=0.430336s
2455/6090, t=0.430369s
2456/6090, t=0.430403s
2457/6090, t=0.430436s
2458/6090, t=0.430469s
2459/6090, t=0.430503s
2460/6090, t=0.430536s
2461/6090, t=0.430569s
2462/6090, t=0.430603s
2463/6090, t=0.430636s
2464/6090, t=0.430669s
2465/6090, t=0.430703s
2466/6090, t=0.430736s
2467/6090, t=0.430769s
2468/6090, t=0.430803s
2469/6090, t=0.430836s
2470/6090, t=0.430869s
2471/6090, t=0.430903s
2472/6090, t=0.430936s
2473/6090, t=0.430969s
2474/6090, t=0.431003s
2475/6090, t=0.431036s
2476/6090, t=0.431069s
2477/6090, t=0.431103s
2478/6090, t=0.431136s
2479/6090, t=0.431169s
2480/6090, t=0.431203s
2481/6090, t=0.431236s
2482/6090, t=0.431269s
2483/6090, t=0.431303s
2484/6090, t=0.431336s
2485/6090, t=0.431369s
2486/6090, t=0.431403s
2487/6090, t=0.431436s
2488/6090, t=0.431469s
2489/6090, t=0.431503s
2490/6090, t=0.431536s
2491/6090, t=0.431569s
2492/6090, t=0.431603s
2493/6090, t=0.431636s
2494/6090, t=0.431669s
2495/6090, t=0.431703s
2496/6090, t=0.431736s
2497/6090, t=0.431769s
2498/6090, t=0.431803s
2499/6090, t=0.431836s
2500/6090, t=0.431869s
2501/6090, t=0.431903s
2502/6090, t=0.431936s
2503/6090, t=0.431969s
2504/6090, t=0.432003s
2505/6090, t=0.432036s
2506/6090, t=0.432069s
2507/6090, t=0.432103s
2508/6090, t=0.432136s
2509/6090, t=0.432169s
2510/6090, t=0.432203s
2511/6090, t=0.432236s
2512/6090, t=0.432269s
2513/6090, t=0.432303s
2514/6090, t=0.432336s
2515/6090, t=0.432369s
2516/6090, t=0.432403s
2517/6090, t=0.432436s
2518/6090, t=0.432469s
2519/6090, t=0.432503s
2520/6090, t=0.432536s
2521/6090, t=0.432569s
2522/6090, t=0.432603s
2523/6090, t=0.432636s
2524/6090, t=0.432669s
2525/6090, t=0.432703s
2526/6090, t=0.432736s
2527/6090, t=0.432769s
2528/6090, t=0.432803s
2529/6090, t=0.432836s
2530/6090, t=0.432869s
2531/6090, t=0.432903s
2532/6090, t=0.432936s
2533/6090, t=0.432969s
2534/6090, t=0.433003s
2535/6090, t=0.433036s
2536/6090, t=0.433069s
2537/6090, t=0.433103s
2538/6090, t=0.433136s
2539/6090, t=0.433169s
2540/6090, t=0.433203s
2541/6090, t=0.433236s
2542/6090, t=0.433269s
2543/6090, t=0.433303s
2544/6090, t=0.433336s
2545/6090, t=0.433369s
2546/6090, t=0.433403s
2547/6090, t=0.433436s
2548/6090, t=0.433469s
2549/6090, t=0.433503s
2550/6090, t=0.433536s
2551/6090, t=0.433569s
2552/6090, t=0.433603s
2553/6090, t=0.433636s
2554/6090, t=0.433669s
2555/6090, t=0.433703s
2556/6090, t=0.433736s
2557/6090, t=0.433769s
2558/6090, t=0.433803s
2559/6090, t=0.433836s
2560/6090, t=0.433869s
2561/6090, t=0.433903s
2562/6090, t=0.433936s
2563/6090, t=0.433969s
2564/6090, t=0.434003s
2565/6090, t=0.434036s
2566/6090, t=0.434069s
2567/6090, t=0.434103s
2568/6090, t=0.434136s
2569/6090, t=0.434169s
2570/6090, t=0.434203s
2571/6090, t=0.434236s
2572/6090, t=0.434269s
2573/6090, t=0.434303s
2574/6090, t=0.434336s
2575/6090, t=0.434369s
2576/6090, t=0.434403s
2577/6090, t=0.434436s
2578/6090, t=0.434469s
2579/6090, t=0.434503s
2580/6090, t=0.434536s
2581/6090, t=0.434569s
2582/6090, t=0.434603s
2583/6090, t=0.434636s
2584/6090, t=0.434669s
2585/6090, t=0.434703s
2586/6090, t=0.434736s
2587/6090, t=0.434769s
2588/6090, t=0.434803s
2589/6090, t=0.434836s
2590/6090, t=0.434869s
2591/6090, t=0.434903s
2592/6090, t=0.434936s
2593/6090, t=0.434969s
2594/6090, t=0.435003s
2595/6090, t=0.435036s
2596/6090, t=0.435069s
2597/6090, t=0.435103s
2598/6090, t=0.435136s
2599/6090, t=0.435169s
2600/6090, t=0.435203s
2601/6090, t=0.435236s
2602/6090, t=0.435269s
2603/6090, t=0.435303s
2604/6090, t=0.435336s
2605/6090, t=0.435369s
2606/6090, t=0.435403s
2607/6090, t=0.435436s
2608/6090, t=0.435469s
2609/6090, t=0.435503s
2610/6090, t=0.435536s
2611/6090, t=0.435569s
2612/6090, t=0.435603s
2613/6090, t=0.435636s
2614/6090, t=0.435669s
2615/6090, t=0.435703s
2616/6090, t=0.435736s
2617/6090, t=0.435769s
2618/6090, t=0.435803s
2619/6090, t=0.435836s
2620/6090, t=0.435869s
2621/6090, t=0.435903s
2622/6090, t=0.435936s
2623/6090, t=0.435969s
2624/6090, t=0.436003s
2625/6090, t=0.436036s
2626/6090, t=0.436069s
2627/6090, t=0.436103s
2628/6090, t=0.436136s
2629/6090, t=0.436169s
2630/6090, t=0.436203s
2631/6090, t=0.436236s
2632/6090, t=0.436269s
2633/6090, t=0.436303s
2634/6090, t=0.436336s
2635/6090, t=0.436369s
2636/6090, t=0.436403s
2637/6090, t=0.436436s
2638/6090, t=0.436469s
2639/6090, t=0.436503s
2640/6090, t=0.436536s
2641/6090, t=0.436569s
2642/6090, t=0.436603s
2643/6090, t=0.436636s
2644/6090, t=0.436669s
2645/6090, t=0.436703s
2646/6090, t=0.436736s
2647/6090, t=0.436769s
2648/6090, t=0.436803s
2649/6090, t=0.436836s
2650/6090, t=0.436869s
2651/6090, t=0.436903s
2652/6090, t=0.436936s
2653/6090, t=0.436969s
2654/6090, t=0.437003s
2655/6090, t=0.437036s
2656/6090, t=0.437069s
2657/6090, t=0.437103s
2658/6090, t=0.437136s
2659/6090, t=0.437169s
2660/6090, t=0.437203s
2661/6090, t=0.437236s
2662/6090, t=0.437269s
2663/6090, t=0.437303s
2664/6090, t=0.437336s
2665/6090, t=0.437369s
2666/6090, t=0.437403s
2667/6090, t=0.437436s
2668/6090, t=0.437469s
2669/6090, t=0.437503s
2670/6090, t=0.437536s
2671/6090, t=0.437569s
2672/6090, t=0.437603s
2673/6090, t=0.437636s
2674/6090, t=0.437669s
2675/6090, t=0.437703s
2676/6090, t=0.437736s
2677/6090, t=0.437769s
2678/6090, t=0.437803s
2679/6090, t=0.437836s
2680/6090, t=0.437869s
2681/6090, t=0.437903s
2682/6090, t=0.437936s
2683/6090, t=0.437969s
2684/6090, t=0.438003s
2685/6090, t=0.438036s
2686/6090, t=0.438069s
2687/6090, t=0.438103s
2688/6090, t=0.438136s
2689/6090, t=0.438169s
2690/6090, t=0.438203s
2691/6090, t=0.438236s
2692/6090, t=0.438269s
2693/6090, t=0.438303s
2694/6090, t=0.438336s
2695/6090, t=0.438369s
2696/6090, t=0.438403s
2697/6090, t=0.438436s
2698/6090, t=0.438469s
2699/6090, t=0.438503s
2700/6090, t=0.438536s
2701/6090, t=0.438569s
2702/6090, t=0.438603s
2703/6090, t=0.438636s
2704/6090, t=0.438669s
2705/6090, t=0.438703s
2706/6090, t=0.438736s
2707/6090, t=0.438769s
2708/6090, t=0.438803s
2709/6090, t=0.438836s
2710/6090, t=0.438869s
2711/6090, t=0.438903s
2712/6090, t=0.438936s
2713/6090, t=0.438969s
2714/6090, t=0.439003s
2715/6090, t=0.439036s
2716/6090, t=0.439069s
2717/6090, t=0.439103s
2718/6090, t=0.439136s
2719/6090, t=0.439169s
2720/6090, t=0.439203s
2721/6090, t=0.439236s
2722/6090, t=0.439269s
2723/6090, t=0.439303s
2724/6090, t=0.439336s
2725/6090, t=0.439369s
2726/6090, t=0.439403s
2727/6090, t=0.439436s
2728/6090, t=0.439469s
2729/6090, t=0.439503s
2730/6090, t=0.439536s
2731/6090, t=0.439569s
2732/6090, t=0.439603s
2733/6090, t=0.439636s
2734/6090, t=0.439669s
2735/6090, t=0.439703s
2736/6090, t=0.439736s
2737/6090, t=0.439769s
2738/6090, t=0.439803s
2739/6090, t=0.439836s
2740/6090, t=0.439869s
2741/6090, t=0.439903s
2742/6090, t=0.439936s
2743/6090, t=0.439969s
2744/6090, t=0.440003s
2745/6090, t=0.440036s
2746/6090, t=0.440069s
2747/6090, t=0.440103s
2748/6090, t=0.440136s
2749/6090, t=0.440169s
2750/6090, t=0.440203s
2751/6090, t=0.440236s
2752/6090, t=0.440269s
2753/6090, t=0.440303s
2754/6090, t=0.440336s
2755/6090, t=0.440369s
2756/6090, t=0.440403s
2757/6090, t=0.440436s
2758/6090, t=0.440469s
2759/6090, t=0.440503s
2760/6090, t=0.440536s
2761/6090, t=0.440569s
2762/6090, t=0.440603s
2763/6090, t=0.440636s
2764/6090, t=0.440669s
2765/6090, t=0.440703s
2766/6090, t=0.440736s
2767/6090, t=0.440769s
2768/6090, t=0.440803s
2769/6090, t=0.440836s
2770/6090, t=0.440869s
2771/6090, t=0.440903s
2772/6090, t=0.440936s
2773/6090, t=0.440969s
2774/6090, t=0.441003s
2775/6090, t=0.441036s
2776/6090, t=0.441069s
2777/6090, t=0.441103s
2778/6090, t=0.441136s
2779/6090, t=0.441169s
2780/6090, t=0.441203s
2781/6090, t=0.441236s
2782/6090, t=0.441269s
2783/6090, t=0.441303s
2784/6090, t=0.441336s
2785/6090, t=0.441369s
2786/6090, t=0.441403s
2787/6090, t=0.441436s
2788/6090, t=0.441469s
2789/6090, t=0.441503s
2790/6090, t=0.441536s
2791/6090, t=0.441569s
2792/6090, t=0.441603s
2793/6090, t=0.441636s
2794/6090, t=0.441669s
2795/6090, t=0.441703s
2796/6090, t=0.441736s
2797/6090, t=0.441769s
2798/6090, t=0.441803s
2799/6090, t=0.441836s
2800/6090, t=0.441869s
2801/6090, t=0.441903s
2802/6090, t=0.441936s
2803/6090, t=0.441969s
2804/6090, t=0.442003s
2805/6090, t=0.442036s
2806/6090, t=0.442069s
2807/6090, t=0.442103s
2808/6090, t=0.442136s
2809/6090, t=0.442169s
2810/6090, t=0.442203s
2811/6090, t=0.442236s
2812/6090, t=0.442269s
2813/6090, t=0.442303s
2814/6090, t=0.442336s
2815/6090, t=0.442369s
2816/6090, t=0.442403s
2817/6090, t=0.442436s
2818/6090, t=0.442469s
2819/6090, t=0.442503s
2820/6090, t=0.442536s
2821/6090, t=0.442569s
2822/6090, t=0.442603s
2823/6090, t=0.442636s
2824/6090, t=0.442669s
2825/6090, t=0.442703s
2826/6090, t=0.442736s
2827/6090, t=0.442769s
2828/6090, t=0.442803s
2829/6090, t=0.442836s
2830/6090, t=0.442869s
2831/6090, t=0.442903s
2832/6090, t=0.442936s
2833/6090, t=0.442969s
2834/6090, t=0.443003s
2835/6090, t=0.443036s
2836/6090, t=0.443069s
2837/6090, t=0.443103s
2838/6090, t=0.443136s
2839/6090, t=0.443169s
2840/6090, t=0.443203s
2841/6090, t=0.443236s
2842/6090, t=0.443269s
2843/6090, t=0.443303s
2844/6090, t=0.443336s
2845/6090, t=0.443369s
2846/6090, t=0.443403s
2847/6090, t=0.443436s
2848/6090, t=0.443469s
2849/6090, t=0.443503s
2850/6090, t=0.443536s
2851/6090, t=0.443569s
2852/6090, t=0.443603s
2853/6090, t=0.443636s
2854/6090, t=0.443669s
2855/6090, t=0.443703s
2856/6090, t=0.443736s
2857/6090, t=0.443769s
2858/6090, t=0.443803s
2859/6090, t=0.443836s
2860/6090, t=0.443869s
2861/6090, t=0.443903s
2862/6090, t=0.443936s
2863/6090, t=0.443969s
2864/6090, t=0.444003s
2865/6090, t=0.444036s
2866/6090, t=0.444069s
2867/6090, t=0.444103s
2868/6090, t=0.444136s
2869/6090, t=0.444169s
2870/6090, t=0.444203s
2871/6090, t=0.444236s
2872/6090, t=0.444269s
2873/6090, t=0.444303s
2874/6090, t=0.444336s
2875/6090, t=0.444369s
2876/6090, t=0.444403s
2877/6090, t=0.444436s
2878/6090, t=0.444469s
2879/6090, t=0.444503s
2880/6090, t=0.444536s
2881/6090, t=0.444569s
2882/6090, t=0.444603s
2883/6090, t=0.444636s
2884/6090, t=0.444669s
2885/6090, t=0.444703s
2886/6090, t=0.444736s
2887/6090, t=0.444769s
2888/6090, t=0.444803s
2889/6090, t=0.444836s
2890/6090, t=0.444869s
2891/6090, t=0.444903s
2892/6090, t=0.444936s
2893/6090, t=0.444969s
2894/6090, t=0.445003s
2895/6090, t=0.445036s
2896/6090, t=0.445069s
2897/6090, t=0.445103s
2898/6090, t=0.445136s
2899/6090, t=0.445169s
2900/6090, t=0.445203s
2901/6090, t=0.445236s
2902/6090, t=0.445269s
2903/6090, t=0.445303s
2904/6090, t=0.445336s
2905/6090, t=0.445369s
2906/6090, t=0.445403s
2907/6090, t=0.445436s
2908/6090, t=0.445469s
2909/6090, t=0.445503s
2910/6090, t=0.445536s
2911/6090, t=0.445569s
2912/6090, t=0.445603s
2913/6090, t=0.445636s
2914/6090, t=0.445669s
2915/6090, t=0.445703s
2916/6090, t=0.445736s
2917/6090, t=0.445769s
2918/6090, t=0.445803s
2919/6090, t=0.445836s
2920/6090, t=0.445869s
2921/6090, t=0.445903s
2922/6090, t=0.445936s
2923/6090, t=0.445969s
2924/6090, t=0.446003s
2925/6090, t=0.446036s
2926/6090, t=0.446069s
2927/6090, t=0.446103s
2928/6090, t=0.446136s
2929/6090, t=0.446169s
2930/6090, t=0.446203s
2931/6090, t=0.446236s
2932/6090, t=0.446269s
2933/6090, t=0.446303s
2934/6090, t=0.446336s
2935/6090, t=0.446369s
2936/6090, t=0.446403s
2937/6090, t=0.446436s
2938/6090, t=0.446469s
2939/6090, t=0.446503s
2940/6090, t=0.446536s
2941/6090, t=0.446569s
2942/6090, t=0.446603s
2943/6090, t=0.446636s
2944/6090, t=0.446669s
2945/6090, t=0.446703s
2946/6090, t=0.446736s
2947/6090, t=0.446769s
2948/6090, t=0.446803s
2949/6090, t=0.446836s
2950/6090, t=0.446869s
2951/6090, t=0.446903s
2952/6090, t=0.446936s
2953/6090, t=0.446969s
2954/6090, t=0.447003s
2955/6090, t=0.447036s
2956/6090, t=0.447069s
2957/6090, t=0.447103s
2958/6090, t=0.447136s
2959/6090, t=0.447169s
2960/6090, t=0.447203s
2961/6090, t=0.447236s
2962/6090, t=0.447269s
2963/6090, t=0.447303s
2964/6090, t=0.447336s
2965/6090, t=0.447369s
2966/6090, t=0.447403s
2967/6090, t=0.447436s
2968/6090, t=0.447469s
2969/6090, t=0.447503s
2970/6090, t=0.447536s
2971/6090, t=0.447569s
2972/6090, t=0.447603s
2973/6090, t=0.447636s
2974/6090, t=0.447669s
2975/6090, t=0.447703s
2976/6090, t=0.447736s
2977/6090, t=0.447769s
2978/6090, t=0.447803s
2979/6090, t=0.447836s
2980/6090, t=0.447869s
2981/6090, t=0.447903s
2982/6090, t=0.447936s
2983/6090, t=0.447969s
2984/6090, t=0.448003s
2985/6090, t=0.448036s
2986/6090, t=0.448069s
2987/6090, t=0.448103s
2988/6090, t=0.448136s
2989/6090, t=0.448169s
2990/6090, t=0.448203s
2991/6090, t=0.448236s
2992/6090, t=0.448269s
2993/6090, t=0.448303s
2994/6090, t=0.448336s
2995/6090, t=0.448369s
2996/6090, t=0.448403s
2997/6090, t=0.448436s
2998/6090, t=0.448469s
2999/6090, t=0.448503s
3000/6090, t=0.448536s
3001/6090, t=0.448569s
3002/6090, t=0.448603s
3003/6090, t=0.448636s
3004/6090, t=0.448669s
3005/6090, t=0.448703s
3006/6090, t=0.448736s
3007/6090, t=0.448769s
3008/6090, t=0.448803s
3009/6090, t=0.448836s
3010/6090, t=0.448869s
3011/6090, t=0.448903s
3012/6090, t=0.448936s
3013/6090, t=0.448969s
3014/6090, t=0.449003s
3015/6090, t=0.449036s
3016/6090, t=0.449069s
3017/6090, t=0.449103s
3018/6090, t=0.449136s
3019/6090, t=0.449169s
3020/6090, t=0.449203s
3021/6090, t=0.449236s
3022/6090, t=0.449269s
3023/6090, t=0.449303s
3024/6090, t=0.449336s
3025/6090, t=0.449369s
3026/6090, t=0.449403s
3027/6090, t=0.449436s
3028/6090, t=0.449469s
3029/6090, t=0.449503s
3030/6090, t=0.449536s
3031/6090, t=0.449569s
3032/6090, t=0.449603s
3033/6090, t=0.449636s
3034/6090, t=0.449669s
3035/6090, t=0.449703s
3036/6090, t=0.449736s
3037/6090, t=0.449769s
3038/6090, t=0.449803s
3039/6090, t=0.449836s
3040/6090, t=0.449869s
3041/6090, t=0.449903s
3042/6090, t=0.449936s
3043/6090, t=0.449969s
3044/6090, t=0.450003s
3045/6090, t=0.450036s
3046/6090, t=0.450069s
3047/6090, t=0.450103s
3048/6090, t=0.450136s
3049/6090, t=0.450169s
3050/6090, t=0.450203s
3051/6090, t=0.450236s
3052/6090, t=0.450269s
3053/6090, t=0.450303s
3054/6090, t=0.450336s
3055/6090, t=0.450369s
3056/6090, t=0.450403s
3057/6090, t=0.450436s
3058/6090, t=0.450469s
3059/6090, t=0.450503s
3060/6090, t=0.450536s
3061/6090, t=0.450569s
3062/6090, t=0.450603s
3063/6090, t=0.450636s
3064/6090, t=0.450669s
3065/6090, t=0.450703s
3066/6090, t=0.450736s
3067/6090, t=0.450769s
